name,rent,area,x,y,rent/area
龙柏城市花园,5166 ,45.3 ,121.3609223,31.18725261,114
圣骊河滨苑,6585 ,46.4 ,121.5271059,31.26013789,142
文宸花苑,1980 ,76.2 ,121.4054686,31.64645778,26
周康四村,2510 ,61.2 ,121.5679158,31.14289312,41
银丰苑,3997 ,78.4 ,121.6852287,31.26841948,51
宝林七村,4363 ,61.5 ,121.4910816,31.40691091,71
南苑二村,2888 ,70.4 ,121.2454789,31.37326461,41
鸿发家园,9251 ,126.7 ,121.3802417,31.13188846,73
共康四村,3358 ,42.5 ,121.431073,31.32020655,79
丰庄一村,3680 ,64.6 ,121.362262,31.25045945,57
金泽苑,6215 ,87.5 ,121.4186593,31.18891807,71
华江一村,3685 ,67.0 ,121.3363273,31.26622009,55
虹桥新城,9550 ,100.5 ,121.4016464,31.21788011,95
万祥馨苑,2640 ,120.0 ,121.813132,30.96996866,22
汾西小区,4473 ,49.2 ,121.4577591,31.31750558,91
祁连二村,2700 ,43.5 ,121.3728508,31.31689479,62
龙柏一村,6270 ,69.7 ,121.3638792,31.18459387,90
荣乐一村,3383 ,61.5 ,121.2222767,31.01782696,55
中星海兰苑,3468 ,73.8 ,121.3331154,31.268365,47
罗南二村,3282 ,80.0 ,121.3607536,31.38812119,41
百花新村,3942 ,75.8 ,121.5809517,31.11223934,52
欣欣苑,2420 ,115.2 ,121.7499077,31.03945516,21
康桥花园,5371 ,69.8 ,121.5583486,31.15343802,77
由由六村,4237 ,29.8 ,121.5243696,31.19230789,142
龙柏香榭苑,6837 ,42.7 ,121.3618408,31.17763921,160
海浒新村,2530 ,140.6 ,121.3500976,30.72252135,18
天钥新村,6585 ,51.0 ,121.4416938,31.18853329,129
天天花园,14053 ,125.5 ,121.4663367,31.20958292,112
瑞达苑,5900 ,111.3 ,121.5379898,31.21024129,53
明丰阳光苑,7000 ,134.6 ,121.5202047,31.31795066,52
漕溪二村,2855 ,42.0 ,121.4327429,31.17330174,68
西部名邸,7700 ,98.7 ,121.4198075,31.26590762,78
锦翠苑,7150 ,96.6 ,121.4913061,31.14907412,74
宁泰馨苑,8617 ,102.6 ,121.4327852,31.27332735,84
楼园小区,4994 ,61.7 ,121.4259816,31.14601607,81
康沁苑,10120 ,117.7 ,121.4195447,31.16391932,86
新安小区,5200 ,53.1 ,121.3816808,31.21342842,98
越纪公寓,7718 ,72.1 ,121.4864935,31.20376288,107
晋元里,8580 ,60.9 ,121.4333998,31.23684945,141
虹延小区,7650 ,67.7 ,121.3805878,31.19311063,113
新安公寓,19360 ,124.1 ,121.4133697,31.20394093,156
宝地新品居,8467 ,61.4 ,121.3766104,31.21685383,138
罗山六村,5353 ,66.9 ,121.5557956,31.24926489,80
南华小区,3557 ,50.1 ,121.3033646,31.28950359,71
长海坊,1400 ,82.4 ,121.4144935,31.15898471,17
浦发春晖新苑,3100 ,55.4 ,121.5771709,31.34038707,56
泰山二村,4180 ,41.8 ,121.4410505,31.26254849,100
张泾小区,5225 ,60.8 ,121.3664646,31.19663375,86
牡丹公寓,5300 ,64.6 ,121.3453043,31.15395039,82
浦江宝邸,3398 ,79.0 ,121.5367866,31.06285605,43
银泰苑,4103 ,82.1 ,121.4185812,31.08795925,50
罗秀二村,3997 ,54.8 ,121.4419731,31.13507386,73
高行家园,3960 ,55.0 ,121.6094561,31.2969908,72
甘泉一村,3754 ,33.2 ,121.4273385,31.26548756,113
香楠小区,5420 ,46.7 ,121.6108936,31.21918129,116
蒲汇新村,4852 ,53.3 ,121.3518645,31.15821648,91
羽北小区,4909 ,33.6 ,121.5428615,31.23702266,146
沧海绿苑,2750 ,91.7 ,121.2762532,31.38283822,30
长桥三村,2950 ,43.4 ,121.4375352,31.1367944,68
宝虹家园,1636 ,90.9 ,121.327775,31.48105155,18
虹北公寓,3835 ,38.7 ,121.469287,31.31702762,99
绿川新苑,4890 ,64.3 ,121.5435332,31.17531973,76
闵浦新苑六村,2850 ,83.8 ,121.5324212,31.06119393,34
莘南新村,4000 ,74.1 ,121.3734258,31.10537303,54
荣丰花园,6500 ,95.6 ,121.526716,31.26750706,68
开城新村,4400 ,62.9 ,121.3772326,31.10927195,70
景舒苑十村,4532 ,94.4 ,121.4857878,31.07095065,48
嘉骏花苑,5150 ,84.4 ,121.4693635,31.33169457,61
彭浦新村,4620 ,59.2 ,121.4468184,31.30877682,78
长白三村,2500 ,29.1 ,121.5341313,31.28982458,86
维多利华庭,9500 ,137.7 ,121.5438296,31.24531136,69
盛宅新村,3300 ,57.9 ,121.405807,31.35526293,57
凤辰乐苑,2200 ,56.4 ,121.694259,31.39771856,39
星海大厦,8000 ,109.6 ,121.437423,31.24703856,73
石泉大厦,6100 ,85.9 ,121.4249344,31.25376433,71
心族公寓,6300 ,65.6 ,121.4532809,31.26581175,96
佳伟小区,4620 ,56.3 ,121.4676282,31.30264733,82
狮城花苑,3700 ,43.0 ,121.4419967,31.1675564,86
仁恒广场,10694 ,109.1 ,121.509577,31.21116804,98
广中一村,6087 ,59.7 ,121.4732544,31.27952168,102
四季园,13750 ,132.2 ,121.4480519,31.19752837,104
圣骊澳门苑,11242 ,102.2 ,121.4430363,31.24877006,110
浣纱五村,5988 ,58.7 ,121.5289023,31.30089921,102
香榭丽花园,17549 ,145.0 ,121.5314651,31.22912358,121
宝山二村,2400 ,40.7 ,121.4958258,31.39688644,59
美丽家园,5236 ,84.5 ,121.3758147,31.09616849,62
旭辉华庭,3833 ,78.2 ,121.2409396,31.3495893,49
徐汇芳邻,3600 ,80.0 ,121.4257767,31.11366576,45
宝山一村,2580 ,52.7 ,121.4847981,31.41151974,49
安阁苑,3263 ,68.0 ,121.5867086,31.08962174,48
昌五小区,4185 ,41.4 ,121.5126063,31.18118547,101
春江锦庐,1900 ,118.8 ,121.3817295,31.13395905,16
报春二村,4400 ,61.1 ,121.3729199,31.12176332,72
龙柏六村,6673 ,69.5 ,121.3607392,31.1806221,96
绿海家园,4154 ,67.0 ,121.7048266,31.18851636,62
海汇清波苑,2200 ,100.0 ,121.854879,30.86688512,22
古华B区,2823 ,76.3 ,121.4621082,30.92038861,37
丽泽兰馨苑,2493 ,86.0 ,121.867028,30.97754919,29
御景龙庭,3300 ,91.7 ,121.3187751,30.73409989,36
阳明新城,4921 ,75.7 ,121.5175746,31.27187542,65
绿地清猗园,5693 ,93.3 ,121.3155365,31.29917482,61
丹桂佳苑,2640 ,88.0 ,121.7572192,31.02719315,30
石泉一村,4075 ,45.3 ,121.4234026,31.25384945,90
华浜新村,4015 ,53.5 ,121.4906896,31.35227363,75
寿昌坊,5115 ,49.2 ,121.4167314,31.15299958,104
大众春盛苑,7747 ,143.5 ,121.2030183,31.27319928,54
泰和新城,3123 ,47.3 ,121.3994457,31.35258837,66
三湘四季花城,5467 ,58.8 ,121.2243133,31.05570467,93
光复新苑,3509 ,85.6 ,121.4247551,31.24716452,41
海上新村,1450 ,42.6 ,121.3641887,31.15906403,34
新发展公寓,4235 ,156.9 ,121.4525198,30.91423612,27
惠阳苑,3800 ,122.6 ,121.4183327,31.42065049,31
虹口现代公寓,9000 ,111.1 ,121.4905481,31.26354686,81
花园大厦,18700 ,158.5 ,121.4132854,31.22039477,118
东银茗苑,8500 ,114.9 ,121.5101689,31.26945209,74
康悦亚洲花园,7315 ,124.0 ,121.4620923,31.31203456,59
宝隆新村,4300 ,58.9 ,121.3482706,31.15316514,73
宝钢又一村,8958 ,109.2 ,121.5083077,31.26824267,82
鑫都城柳岸人家,3520 ,81.9 ,121.3883573,31.05506166,43
东缘公寓,5060 ,81.6 ,121.5633576,31.15178141,62
海江新村,4100 ,83.7 ,121.4992505,31.3915244,49
虹梅佳苑,6710 ,108.2 ,121.4142069,31.12365134,62
妙境家园,6600 ,117.9 ,121.692843,31.18974855,56
万宇漓水花苑,6380 ,135.7 ,121.3351553,31.09482051,47
兴中公寓,6600 ,108.2 ,121.3666743,31.1073243,61
真如西村,2800 ,34.1 ,121.3945858,31.24734077,82
书香逸居,6600 ,98.5 ,121.4298505,31.13713293,67
瑞禾明苑,5808 ,93.7 ,121.5853635,31.34069741,62
天际花园,16189 ,118.2 ,121.4396342,31.19336072,137
天星苑,4620 ,124.9 ,121.3671966,31.00175621,37
宝钢十村,4208 ,66.8 ,121.4740344,31.40429785,63
平江大楼,6500 ,63.7 ,121.4521172,31.20266908,102
华佳花园,7150 ,96.6 ,121.5577612,31.19121609,74
绿水家园,8140 ,131.3 ,121.3826745,31.10015132,62
平阳三街坊,6091 ,78.1 ,121.3810927,31.13594488,78
天申综合小区,11825 ,118.3 ,121.380671,31.21292233,100
浩泽家园,2921 ,91.3 ,121.0870076,31.15406399,32
华富小区,7109 ,69.0 ,121.4374727,31.17708193,103
金祥苑,5720 ,55.0 ,121.4150075,31.18135137,104
水仙苑,7326 ,80.5 ,121.3382363,31.16033022,91
长白二村,3960 ,41.7 ,121.5372335,31.30105136,95
友谊二村,2550 ,20.9 ,121.4746691,31.28594902,122
中山西路644号,5280 ,39.1 ,121.4077825,31.21190383,135
海鹏花苑,6230 ,52.4 ,121.5247985,31.2574636,119
茂名坊,16592 ,93.2 ,121.4577937,31.21671732,178
云都新苑,16500 ,124.1 ,121.437254,31.17267694,133
越秀苑,7463 ,48.1 ,121.4537258,31.2570541,155
朱行二村,3850 ,32.1 ,121.4175986,31.12322997,120
泾南教师公寓,11000 ,88.7 ,121.5462794,31.23342771,124
马赛花园,20213 ,142.3 ,121.3917441,31.19698341,142
宝华海湾城,4840 ,121.0 ,121.3464622,30.73981358,40
鸿发苑,20900 ,135.7 ,121.427952,31.20354996,154
西郊华庭,26000 ,181.8 ,121.3822507,31.20294745,143
博一小区,4502 ,32.6 ,121.5788162,31.26845942,138
西郊园中园,45000 ,365.9 ,121.2921249,31.16746392,123
怒江南苑,6045 ,38.3 ,121.3925659,31.23718756,158
古北玛瑙园,24420 ,154.6 ,121.3982648,31.1938663,158
花园坊,74582 ,374.8 ,121.4613755,31.21585427,199
九歌茗园,6167 ,32.6 ,121.3765226,31.16609971,189
陆家嘴新景园,4646 ,24.7 ,121.5703474,31.25202933,188
四方西郊花园,71500 ,237.5 ,121.3776332,31.20615254,301
南长小区,4000 ,37.0 ,120.3046421,31.53891587,108
平吉二村,3967 ,58.3 ,121.378933,31.1455062,68
江海花园,2505 ,104.4 ,121.4582193,30.90497854,24
光华绿苑,4730 ,80.2 ,121.4483301,31.11339657,59
德华一村,4070 ,71.4 ,121.3094482,31.29709852,57
安康新村,2929 ,35.3 ,121.583196,31.12868165,83
巴黎之春,9404 ,91.3 ,121.4014734,31.26684845,103
德华二村,3913 ,63.1 ,121.3050087,31.29636546,62
华江景城,6300 ,114.5 ,121.3358628,31.26806308,55
华丽家族古北花园,45650 ,268.5 ,121.3991047,31.1951143,170
广杭苑,10313 ,124.3 ,121.5318701,31.25970903,83
黄陵小区,4400 ,42.3 ,121.4207477,31.26425072,104
品家都市星城,6974 ,82.0 ,121.3850844,31.10437811,85
新湖明珠城,11738 ,110.7 ,121.4228839,31.24514503,106
欣连佳苑,3300 ,84.6 ,121.6140943,31.33238634,39
八一小区,4400 ,52.4 ,121.4873604,31.29008753,84
三兴苑,5500 ,74.3 ,121.4762299,31.31639228,74
紫薇园,6119 ,78.4 ,121.4054161,31.15354279,78
东泉小区,5555 ,61.7 ,121.4404602,31.15883767,90
贝港南区,2408 ,77.7 ,121.4421019,30.91031798,31
紫荆三村,2259 ,26.9 ,121.1622132,31.29396232,84
丽泽荷亭苑,1408 ,74.1 ,121.8710149,30.9775818,19
沙田公寓,3500 ,70.0 ,121.6672071,31.19734066,50
久千公寓,4353 ,47.8 ,121.4903744,31.3193328,91
鼎信公寓,4725 ,52.5 ,121.2287838,31.03284793,90
南江苑,5386 ,56.1 ,121.5127546,31.17066092,96
逸仙小区,5280 ,57.4 ,121.4795749,31.30884243,92
闸园新村,2063 ,57.3 ,121.4291565,30.99686456,36
高南新村,3507 ,49.4 ,121.5793268,31.34324119,71
龙馨嘉园,6050 ,89.0 ,121.4233347,31.30352208,68
长陇苑,4620 ,54.4 ,121.4252289,31.13821136,85
凉城二村,5720 ,59.0 ,121.4705323,31.29346078,97
凌云新村,4932 ,61.7 ,121.4129338,31.14155949,80
江南星城,7865 ,93.6 ,121.3848296,31.13945404,84
华莘花园,4650 ,77.5 ,121.3363996,31.1582428,60
锦峰苑,6930 ,115.5 ,121.3730815,31.08910929,60
万里真金苑,6193 ,69.6 ,121.401702,31.26965245,89
爱都公寓,16632 ,105.3 ,121.3773339,31.1937013,158
绿庭尚城,4620 ,88.8 ,121.3102141,31.14791942,52
共康三村,3033 ,41.5 ,121.4314782,31.3162565,73
三泉家园,4922 ,40.0 ,121.4341339,31.32040957,123
东旺公寓,5650 ,85.6 ,121.3763785,31.24684532,66
新申花城茉莉苑,4046 ,52.5 ,121.3955855,31.10842648,77
海富花园,15686 ,118.8 ,121.5258572,31.21522489,132
高弘家苑,3834 ,59.9 ,121.5798425,31.3119551,64
金湾佳园,1600 ,48.5 ,121.753743,31.14341607,33
听潮四村,2593 ,86.4 ,121.7394874,31.04948531,30
海湾新城,3905 ,97.6 ,121.7227465,31.23456256,40
德州七村,5294 ,48.6 ,121.482434,31.16791105,109
宏润韶光花园,6380 ,138.7 ,121.3856425,31.35442553,46
阳光四季园,2450 ,106.5 ,121.4459492,30.9082087,23
黄兴绿园,8085 ,101.1 ,121.5337101,31.30266182,80
复星新苑,4375 ,31.3 ,121.4173012,31.28900491,140
月浦八村,2191 ,46.6 ,121.4196181,31.41767828,47
淞南八村,3400 ,59.6 ,121.4755649,31.33789817,57
奉浦苑,3913 ,126.2 ,121.4597788,30.93778694,31
虹桥花苑,15000 ,142.9 ,121.3831254,31.19090542,105
枫庭丽苑,6775 ,109.3 ,121.4030992,31.27962361,62
浦江名邸,9500 ,120.3 ,121.4922078,31.25851867,79
建德花园紫荆苑,5720 ,72.4 ,121.3554928,31.23991735,79
东方御花园,5170 ,58.1 ,121.3827336,31.13276749,89
凌高小区,3200 ,42.7 ,121.5456811,31.24886999,75
新城悠活城,4238 ,88.3 ,121.22468,31.37897877,48
宏翔公寓,3800 ,63.3 ,121.5372967,31.30863428,60
茸联苑,4290 ,110.0 ,121.2545707,31.00861108,39
长海三村,3850 ,31.8 ,121.5170366,31.3120051,121
澳门家园,3069 ,118.0 ,121.4310626,31.24566781,26
桃浦九村,4500 ,91.8 ,121.3415631,31.2912891,49
万里名轩,7327 ,111.0 ,121.4046673,31.26945194,66
东方金门花园,14850 ,123.8 ,121.4200153,31.20992855,120
金杨公寓,7150 ,92.9 ,121.5743249,31.24491779,77
辽源二村,3133 ,29.8 ,121.5071306,31.27162171,105
宛南华侨新村,7975 ,83.1 ,121.4458812,31.18296949,96
百花村,4000 ,30.5 ,121.4196876,31.20657073,131
桃林公寓,6156 ,56.5 ,121.5364051,31.23760911,109
滨江名人苑,13119 ,100.9 ,121.4942849,31.22611257,130
邮电三村,5390 ,46.5 ,121.3911988,31.24000387,116
荷一小区,4180 ,45.9 ,121.5894798,31.27423145,91
世纪苑,8972 ,56.1 ,121.4027919,31.13314119,160
新城尚上城,3168 ,42.2 ,121.17603,31.28716738,75
世茂爱马尚郡,8250 ,330.0 ,121.5581108,30.86178525,25
月浦二村,2420 ,44.0 ,121.4235762,31.4209906,55
上缝小区,5280 ,40.0 ,121.4416584,31.17473953,132
贵龙园,11517 ,105.7 ,121.5217618,31.20792941,109
伊犁小区,6325 ,43.9 ,121.4036533,31.20286358,144
珠江香樟南园,6778 ,90.4 ,121.5398292,31.27242329,75
南方公寓,7480 ,101.1 ,121.3922746,31.1363594,74
申莘一村,3500 ,70.0 ,121.3795253,31.09193717,50
金兰雅墅,4650 ,221.4 ,121.3564349,31.40366078,21
祁连欣苑,4400 ,95.7 ,121.3727146,31.31318531,46
彭豪公寓,4547 ,68.9 ,121.434674,31.31143802,66
红旗花苑,3300 ,84.6 ,121.3982103,31.01212246,39
金汇公寓,4217 ,108.1 ,121.2535079,31.38460823,39
叶城二街坊,3300 ,86.8 ,121.2355759,31.36991179,38
伟莱家园,5514 ,86.2 ,121.5728984,31.28420459,64
莲花河畔景苑,6600 ,95.7 ,121.3992359,31.12633273,69
原林小区,6050 ,73.8 ,121.4942559,31.28948947,82
扬盛佳苑,4752 ,83.4 ,121.6321904,31.31693418,57
联丰新苑,5060 ,60.2 ,121.502051,31.15589696,84
黄楼花苑,4142 ,70.2 ,121.6706987,31.16793045,59
东园一村,6433 ,57.4 ,121.5081339,31.23371341,112
剑桥馨苑,7792 ,114.6 ,121.4043238,31.07390289,68
古北虹苑,7348 ,73.5 ,121.4048397,31.19179508,100
莘松六村,3938 ,47.4 ,121.3637371,31.10942356,83
安宁欧洲花园,4882 ,66.0 ,121.4122182,31.01700834,74
万科城花新园,9150 ,105.2 ,121.3300634,31.15610128,87
上海康城,4388 ,46.7 ,121.3522289,31.10527888,94
佳兆业壹号,4774 ,50.3 ,121.2689754,31.32229144,95
汇丽苑,3735 ,40.6 ,121.5835948,31.12617259,92
贝港花苑,3379 ,130.0 ,121.4380602,30.91058266,26
五洲云景花苑,5300 ,94.6 ,121.3078006,31.15236629,56
紫荆四村,3146 ,76.7 ,121.1608227,31.29343738,41
控江四村,3360 ,41.0 ,121.5220663,31.28745309,82
虹浦新城,3166 ,70.4 ,121.5319988,31.04924694,45
海尚墅林苑,2143 ,85.7 ,121.5050329,30.84046599,25
天成小区,6160 ,81.1 ,121.4274471,31.26359116,76
夏阳湖国际花园,5459 ,133.1 ,121.1318639,31.1485953,41
北海新苑,4437 ,54.1 ,121.4208259,31.27940915,82
新锦港花园,3593 ,112.3 ,121.113057,31.15922565,32
东唐苑,2409 ,10.1 ,121.6495032,31.21171122,239
西湖新村,1925 ,64.2 ,121.0471596,31.10915745,30
开元地中海,3204 ,42.7 ,121.2135165,31.03954507,75
中轩丽苑,3750 ,96.2 ,121.5495873,31.2804395,39
鸿旭豪苑,9000 ,103.4 ,121.5073406,31.26044536,87
达丰新村,3333 ,33.0 ,121.4103527,31.2366185,101
东方滨港园,6789 ,104.4 ,121.5261025,31.16034494,65
上房金丰苑,9020 ,125.3 ,121.5579353,31.26235334,72
庐迅大厦,11000 ,129.4 ,121.4816871,31.27582617,85
红莲小区,5693 ,67.8 ,121.5156595,31.1859579,84
悠和家园,6500 ,67.0 ,121.448063,31.26879465,97
福泉苑,5300 ,60.2 ,121.3559824,31.2094971,88
康泰公寓,6200 ,57.4 ,121.4105355,31.23113609,108
澳龙公寓,10853 ,109.6 ,121.4318795,31.17084997,99
中瑞公寓,9460 ,86.0 ,121.4158003,31.18815848,110
正红里,6325 ,43.6 ,121.4407224,31.24796454,145
百花公寓,7797 ,49.0 ,121.4846334,31.20950474,159
红庄小区,11550 ,73.1 ,121.4288053,31.20382833,158
四方新城,24004 ,113.2 ,121.4508327,31.22361931,212
长春新苑,5544 ,26.5 ,121.4118151,31.18104228,209
徐汇御苑,17076 ,42.9 ,121.4503066,31.19454905,398
华高一村,4150 ,70.3 ,121.6088749,31.28390032,59
富浩河滨花园,3257 ,101.8 ,121.4214749,31.40788673,32
潼港一村,2800 ,59.6 ,121.5722514,31.34565429,47
申莘新村,4070 ,70.2 ,121.3819608,31.09308827,58
中海翡翠湖岸,23100 ,344.8 ,121.2291514,31.14347545,67
航华一村,4428 ,41.8 ,121.3493993,31.17759378,106
鸿宝二村,2483 ,67.1 ,121.4251996,30.99058974,37
共和二村,6050 ,110.0 ,121.4570557,31.32393296,55
瀚龙苑,4950 ,88.4 ,121.6621615,31.19583863,56
圣鑫苑,4274 ,90.9 ,121.5810671,31.1284237,47
泰东公寓,4620 ,192.5 ,121.2185903,31.32357306,24
金汇福邸,11092 ,110.9 ,121.3648711,31.18537825,100
金色航城,3218 ,78.5 ,121.5857377,31.03410009,41
新梅花苑,4517 ,44.7 ,121.3830142,31.12716091,101
海欣别墅,11000 ,407.4 ,121.2733667,31.08286349,27
丰华苑,3700 ,75.5 ,121.3242981,31.23470456,49
共和八村,4180 ,64.3 ,121.4500062,31.32571753,65
共富二村,4150 ,66.9 ,121.4273854,31.35022083,62
汇成二村,4345 ,45.3 ,121.429871,31.14775236,96
恒大星级公寓,16500 ,117.0 ,121.508226,31.17208807,141
欣兰苑,1980 ,53.5 ,121.6967367,31.02538578,37
景峰苑,3600 ,39.6 ,121.4246037,31.27926912,91
涵碧景苑,10940 ,163.3 ,121.5158703,31.32675054,67
金铭福邸,3647 ,43.4 ,121.4056569,31.01086541,84
丽景公寓,3850 ,101.3 ,121.2379837,31.37696308,38
阳光家园,3575 ,96.6 ,121.2086662,31.43417677,37
千秋嘉苑,3568 ,46.9 ,121.6193914,31.32551083,76
同济城市雅筑,5500 ,91.7 ,121.2426686,31.01590239,60
祝安苑,8950 ,85.2 ,121.7534833,31.12675423,105
民乐佳苑,3169 ,96.0 ,121.0874353,31.15953419,33
通河七村,4895 ,73.1 ,121.449255,31.33164398,67
绿梅三村,4648 ,52.8 ,121.3622004,31.11277541,88
泰景苑,6600 ,101.5 ,121.3439099,31.15937328,65
三九大厦,6050 ,96.0 ,121.480833,31.29386606,63
南宜花苑,6570 ,76.4 ,121.4235297,31.18873245,86
月亮湾园,4400 ,112.8 ,121.6795453,31.1923202,39
汇成桂苑,8433 ,90.7 ,121.4539273,31.2017098,93
永久城市花园,5371 ,99.5 ,121.5859797,31.33957402,54
仕嘉名苑,11900 ,150.6 ,121.5268358,31.21439434,79
果园一村,4180 ,77.4 ,121.5724702,31.11149376,54
新翔公寓,6000 ,87.0 ,121.5293222,31.30865367,69
银鑫大楼,8965 ,86.2 ,121.4213848,31.22758765,104
东浜小区,5280 ,47.6 ,121.4283827,31.22035307,111
北宸佳苑,11293 ,122.8 ,121.4823548,31.29118639,92
同济欣苑,6946 ,82.7 ,121.4897193,31.31173362,84
紫荆新苑,8277 ,95.1 ,121.4735025,31.19454027,87
凌云公寓,5683 ,70.2 ,121.415212,31.13973067,81
中新家园,6180 ,74.5 ,121.5455042,31.23448848,83
懿园,3500 ,33.7 ,121.4461353,31.20505921,104
久华佳苑,9900 ,110.0 ,121.4164706,31.27126121,90
乐山大楼,7747 ,64.6 ,121.4286248,31.19784774,120
瞿二小区,3850 ,34.1 ,121.4840337,31.20865489,113
银杏家园,17722 ,145.3 ,121.4709492,31.2066662,122
汇金广场,19663 ,122.1 ,121.4362055,31.19733466,161
虹古大楼,6896 ,61.6 ,121.3833949,31.20656648,112
新时代景庭,12935 ,139.1 ,121.396798,31.15045815,93
桥英馨苑,2420 ,86.4 ,121.3308926,30.72696415,28
虹桥河滨花园,12000 ,103.4 ,121.3971091,31.2209723,116
东业大厦,10633 ,75.4 ,121.4938483,31.22439091,141
日晖五村,5390 ,37.4 ,121.4627273,31.20028067,144
上南山水苑,3567 ,22.3 ,121.5012278,31.15966885,160
和源祥邸珑庭,5893 ,34.9 ,121.4300011,31.28104541,169
聚贤煌都,5198 ,140.5 ,121.4620075,30.94507669,37
当代高邸,5154 ,81.8 ,121.3804065,31.31831045,63
华沙二村,3630 ,75.6 ,121.6876784,31.19268216,48
东沟六村,2500 ,44.6 ,121.5732926,31.29116735,56
红梅苑,3960 ,104.2 ,121.5260803,31.02350475,38
南园坊,3960 ,158.4 ,121.7424817,31.02997845,25
新城逸境园,3124 ,86.8 ,121.1292494,31.1600258,36
华光花园,13848 ,103.3 ,121.3812162,31.18974776,134
南华苑,5133 ,50.3 ,121.4175759,31.2732075,102
宝地绿洲城,3868 ,42.0 ,121.4628332,31.40208786,92
普雄馨苑,3700 ,52.1 ,121.4196726,31.23851361,71
金隆家园,4290 ,84.1 ,121.6310688,31.31559603,51
象屿都城,6250 ,96.2 ,121.3288803,31.12646469,65
东苑佳佳花园,2879 ,18.6 ,121.3866936,31.12804977,155
未名园,5000 ,96.2 ,121.3988857,31.12194806,52
嘉利坊,3897 ,51.3 ,121.3738469,31.25722479,76
始信北苑,4261 ,77.5 ,121.5640624,31.26026158,55
伊莎士花园,13544 ,288.2 ,121.34963,31.09289217,47
沁春园二村,5102 ,79.7 ,121.3731034,31.09653236,64
康健丽都,8800 ,106.0 ,121.4010308,31.14941664,83
泰安公寓,2090 ,116.1 ,121.0303934,31.13015417,18
锦绣汇丽苑,2618 ,93.5 ,121.5835954,31.12616715,28
金桥名都,5300 ,85.5 ,121.5921138,31.25698477,62
长桥新村,2400 ,35.8 ,121.4353249,31.13991852,67
龙柏二村,5510 ,49.6 ,121.3567002,31.18255669,111
浦南园,2681 ,95.8 ,121.4681532,30.90703423,28
盛世馨园,5280 ,135.4 ,121.420451,31.29439131,39
虹梅南苑,2750 ,76.4 ,121.425178,31.11417379,36
众和金融大厦,7650 ,106.3 ,121.5056449,31.26466074,72
北方佳苑,12540 ,132.0 ,121.4580492,31.25370802,95
盛源家豪城,7020 ,100.3 ,121.4522204,31.26719246,70
见龙苑,6600 ,132.0 ,121.688798,31.19688909,50
锦华花园,11220 ,138.5 ,121.5339195,31.18768524,81
上南大厦,6710 ,79.9 ,121.4967958,31.18409818,84
甘泉二村,4274 ,39.2 ,121.4257749,31.26309591,109
仙乐小区,5280 ,39.1 ,121.3894532,31.20672134,135
永兆豪庭,11220 ,97.6 ,121.3903895,31.1755686,115
真源小区,5291 ,43.7 ,121.3760413,31.24175711,121
海滨八村,2100 ,28.8 ,121.4954782,31.38465926,73
通河六村,2500 ,40.3 ,121.445995,31.33276898,62
锦绣华都,5400 ,88.5 ,121.5777725,31.1567775,61
密山新村,4950 ,101.0 ,121.4777809,31.40346185,49
保利湖畔阳光苑,4049 ,88.0 ,121.2708537,31.33574809,46
绿地春申花园,7288 ,115.7 ,121.4019797,31.11196308,63
镇北小区,5088 ,57.8 ,121.4804101,31.31669696,88
金星绿苑,2860 ,81.7 ,121.3456106,31.42364147,35
艺泰安邦,3695 ,115.5 ,121.7092505,31.06160322,32
新月明星园,2420 ,83.4 ,121.395734,31.44564013,29
佳虹小区,5234 ,69.8 ,121.6106591,31.26981743,75
海申花园,8067 ,89.6 ,121.4065904,31.1913653,90
罗秀三村,3125 ,47.3 ,121.4411748,31.1369966,66
新舒苑,1662 ,97.8 ,121.8616595,30.97837484,17
金榜新苑,4147 ,82.9 ,121.409828,31.05756186,50
鹏润伊顿公馆,2703 ,93.2 ,121.7794951,31.05971717,29
禄德华苑,5600 ,88.9 ,121.4461606,31.37266518,63
颛溪八村,4521 ,77.9 ,121.3897185,31.06665731,58
佳宝一村,5225 ,60.8 ,121.3411862,31.15705043,86
辰凯花苑,2200 ,78.6 ,121.3350351,30.72833147,28
恒盛湖畔豪庭,3463 ,104.9 ,121.4861689,30.93024561,33
虹霞小区,5016 ,41.8 ,121.3838678,31.20649858,120
古美八村,4450 ,54.3 ,121.3987438,31.14115852,82
共和一村,3520 ,51.8 ,121.4597641,31.32449178,68
阳光春城,3000 ,136.4 ,121.4435315,30.90530457,22
翔前小区,3520 ,48.2 ,121.4259719,31.30372174,73
宁康小区,7183 ,48.2 ,121.4088081,31.22245952,149
泰宸苑,2519 ,14.2 ,121.360623,31.24163651,177
西园新村,3300 ,82.5 ,121.1039002,31.14758219,40
华理苑,5683 ,68.5 ,121.4166124,31.14584831,83
巨龙台湾城,2228 ,54.3 ,121.4297804,30.985989,41
九龙仓玺园,21000 ,189.2 ,121.503878,31.33056693,111
芙二小区,5097 ,41.1 ,121.3888061,31.20921833,124
星纪花苑,6600 ,100.0 ,121.442465,31.31631212,66
树园新苑,2090 ,104.5 ,121.4646049,30.92668402,20
荡湾新村,2134 ,53.4 ,121.7597456,31.04626913,40
古美四村,4800 ,69.6 ,121.3992069,31.1437903,69
名人花苑,5123 ,82.6 ,121.4499946,31.11725329,62
盛桥四村,1980 ,36.7 ,121.3990655,31.45115796,54
