name,x,y,area,rent,rent/m2
 平阳新村四街坊,121.3846045,31.13467151,12.7,2360,185.8267717
 运银公寓,121.58209,31.34424015,20.2,2190,108.4158416
 舒馨北苑,121.6631044,31.19353426,10.3,1830,177.6699029
 阳光苑,121.3182206,31.31789553,11.1,1960,176.5765766
 金唐公寓,121.6541855,31.20356588,11.6,2190,188.7931034
 金唐公寓,121.6541855,31.20356588,11.6,2190,188.7931034
 昌七小区,121.5109251,31.17660938,14.7,2390,162.585034
 三花现代城(二期香梅苑),121.4719862,31.32125467,15.85,2360,148.8958991
 绿波城,121.6604225,31.21115541,16.5,2360,143.030303
 远洋香奈,121.4223783,31.39354183,14.7,1960,133.3333333
 松云水苑(公寓),121.2334014,31.04600784,15,2130,142
 经纬学府涵青花园(二期),121.3929125,31.3327128,12.7,2190,172.4409449
 奥林匹克花园,121.3224765,31.14966699,18.1,1990,109.9447514
 浦发绿城,121.535113,31.14577525,8.1,1990,245.6790123
 中梅苑,121.4102415,31.13104837,14,2390,170.7142857
 步阳御江金都,121.2421445,31.40053336,72,3230,44.86111111
 汇秀景苑一街坊,121.5380047,31.04627209,71,2890,40.70422535
 丽江锦庭,121.5731502,31.28205484,53.78,3460,64.33618446
 阳明国际花苑,121.3751161,31.1220112,16.7,2090,125.1497006
 方舟园三村,121.2329158,31.02038903,12.3,1560,126.8292683
 紫荆二村,121.1609756,31.29215506,12,1330,110.8333333
 贝尚湾(公寓),121.3159334,31.14801887,24.4,2590,106.147541
 慧华东苑,121.3948562,31.3100157,11.6,2090,180.1724138
 和家欣苑B区,121.4106986,31.36421963,14.7,2090,142.1768707
 银联花园,121.4825453,31.28686201,8.6,2290,266.2790698
 西上海名邸,121.1637058,31.28849966,12.7,1560,122.8346457
 中城绿苑,121.3979244,31.11513829,11.37,2060,181.17854
 古美十村,121.398863,31.14986098,13,2090,160.7692308
 桃园新村(川沙),121.6960141,31.19052251,65.6,4130,62.95731707
 汇福家园祥和里,121.5904973,31.09114176,13.2,1190,90.15151515
 张杨南苑,121.5492736,31.23953394,13.1,2260,172.519084
 平吉二村,121.3794773,31.14664414,13.57,2230,164.3330877
 金巷小区,121.5959313,31.26059379,10.5,2230,212.3809524
 春江锦庐,121.3816274,31.13397298,16.2,2290,141.3580247
 宝沁苑,121.3707022,31.35950937,13.3,1530,115.037594
 中建锦绣天地,121.2799464,31.1839966,13.7,2290,167.1532847
 东苑利景花苑,121.3859631,31.11407338,9.63,2060,213.9148494
 巴黎之春,121.4016831,31.26630979,29.9,2930,97.99331104
 昌七小区,121.5109251,31.17660938,13,2590,199.2307692
 阳光苑,121.3182206,31.31789553,10,2230,223
 桃浦一村瑞香苑,121.3482892,31.28701057,54,4390,81.2962963
 龙湖北城天街,121.3561039,31.36260668,31,2990,96.4516129
 罗山一村,121.5541063,31.2560488,14.3,2190,153.1468531
 绿洲康城金邸,121.5730074,31.15464531,16.8,2160,128.5714286
 新高苑(一至三期),121.4129761,31.21866238,14.7,1930,131.292517
 江虹花园,121.2228833,31.02470286,12.3,1890,153.6585366
 好日子大家园B区,121.357189,31.35130899,18.62,1730,92.91084855
 泗泾新苑,121.2689835,31.11626714,15,1760,117.3333333
 凌云新村,121.4132502,31.14289235,11.7,2390,204.2735043
 美岸栖庭(公寓),121.4882031,31.32977125,13.6,2160,158.8235294
 平吉二村,121.3794773,31.14664414,12.5,2490,199.2
 嘉宝梦之缘景庭,121.0989058,31.15707962,16.1,1660,103.1055901
 杉林新月环林东路875弄,121.5279981,31.14322937,13.5,2390,177.037037
 宝山三村,121.4933332,31.39467803,15.7,1860,118.4713376
 金唐公寓,121.6541855,31.20356588,13.6,2130,156.6176471
 世华佳苑,121.430395,31.369008,17.3,1990,115.0289017
 枫泽苑,121.4163515,31.03270173,14,1660,118.5714286
 东陆新村二街坊,121.5946843,31.27462489,12.7,2190,172.4409449
 高乐小区,121.2292977,31.02118303,13,1660,127.6923077
 彭新小区,121.4422154,31.31141293,14.4,2490,172.9166667
 大华锦绣华城(二街区),121.5266449,31.17851743,9.53,1830,192.0251836
 渔洋苑,121.2274443,31.09007999,12,1690,140.8333333
 金利公寓,121.6575521,31.20558518,12.4,2190,176.6129032
 新梅广场,121.3848584,31.12344983,13.8,2390,173.1884058
 好日子大家园B区,121.357189,31.35130899,13.6,1730,127.2058824
 高行银杏苑,121.6043556,31.2929156,12.23,1890,154.5380213
 锦河苑,121.5818612,31.27264085,14.8,2390,161.4864865
 园西小区,121.692605,31.19219979,55,4060,73.81818182
 岭南苑(凌兆路99弄),121.4880454,31.14446749,14,2230,159.2857143
 平南三四村,121.3859734,31.15408644,10.4,2290,220.1923077
 金唐公寓,121.6541855,31.20356588,13.9,2030,146.0431655
 华盛名门,121.6887743,31.19671467,12.9,2230,172.8682171
 金鹏苑,121.5860987,31.25831428,14,2230,159.2857143
 明丰花园,121.5273649,31.15254701,13,2090,160.7692308
 民乐佳苑,121.0873199,31.15913401,9.1,1190,130.7692308
 恒大华城天地苑,121.4856934,31.16517265,14,2290,163.5714286
 宝景苑,121.4721977,31.34163943,21,2290,109.047619
 证大家园(公寓),121.5883884,31.28451641,15.1,2590,171.5231788
 万馨佳园,121.6693182,31.19334181,13.1,2190,167.1755725
 双桥小区,121.5919232,31.28809595,12.7,1960,154.3307087
 保利金色唐城,121.6537071,31.20611368,9,1960,217.7777778
 鹏海小区,121.5603038,31.1777114,18.44,1890,102.494577
 航华二村驰骋小区,121.4892043,31.20575652,16,2460,153.75
 中鼎豪园,121.3838948,31.26570641,14.1,2190,155.3191489
 祥和公寓(松江),121.2589835,31.11942265,20,2130,106.5
 复星花园(行知路569弄),121.4079246,31.28418724,10.2,2390,234.3137255
 环球翡翠湾花园(公寓),121.5282759,31.15550537,14.5,2490,171.7241379
 虹桥机场新村,121.3486428,31.18537625,10.31,1930,187.1968962
 大华颐和华城(公寓),121.3966633,31.27584869,20.9,2390,114.354067
 香樟苑(普陀),121.3724827,31.26257708,12.05,1990,165.1452282
 青厦小区,121.6836352,31.19880271,10.9,1760,161.4678899
 上大阳光乾静园,121.4025814,31.31343271,10,1890,189
 汇福家园健康里,121.5904973,31.09114176,8.3,990,119.2771084
 保利金色唐城,121.6537071,31.20611368,9,1960,217.7777778
 鹏海小区,121.5603038,31.1777114,18.44,1890,102.494577
 航华二村驰骋小区,121.4892043,31.20575652,16,2460,153.75
 祥和公寓(松江),121.2589835,31.11942265,20,2130,106.5
 复星花园(行知路569弄),121.4079246,31.28418724,10.2,2390,234.3137255
 环球翡翠湾花园(公寓),121.5282759,31.15550537,14.5,2490,171.7241379
 虹桥机场新村,121.3486428,31.18537625,10.31,1930,187.1968962
 香樟苑(普陀),121.3724827,31.26257708,12.05,1990,165.1452282
 青厦小区,121.6836352,31.19880271,10.9,1760,161.4678899
 上大阳光乾静园,121.4025814,31.31343271,10,1890,189
 汇福家园健康里,121.5904973,31.09114176,8.3,990,119.2771084
 复星新苑,121.4173445,31.28870892,11,2390,217.2727273
 学林苑,121.3796507,31.31556228,11.9,1990,167.2268908
 复星新苑,121.4173445,31.28870892,14.2,2190,154.2253521
 大华颐和华城(公寓),121.3966633,31.27584869,20.9,2390,114.354067
 中鼎豪园,121.3838948,31.26570641,14.1,2190,155.3191489
 盛源花园,121.4008157,31.12501518,9.07,1990,219.4046307
 万科金色领域,121.2163807,31.38583169,89.74,3230,35.99286829
 上海派,121.1929867,31.29514227,69,3690,53.47826087
 民主花园,121.4434826,31.32028066,66,5030,76.21212121
 骏丰玲珑坊,121.2698616,31.32157554,55,3860,70.18181818
 御上海,121.2296785,31.05078588,16,2090,130.625
 浦发绿城,121.535113,31.14577525,15.3,2590,169.2810458
 爱德佳苑(一期),121.3102053,31.23374043,12,2060,171.6666667
 毕加索小镇(一期)(公寓),121.6432062,31.21901808,14.8,2230,150.6756757
 龙柏六村,121.3613312,31.17545659,11.2,2230,199.1071429
 永泰花苑,121.5132839,31.13996715,11.4,2230,195.6140351
 美兰湖岭域,121.353287,31.39242362,14,1590,113.5714286
 北华苑,121.4107701,31.28237158,13.3,2090,157.1428571
 新芳邻,121.649722,31.27493846,11.8,2290,194.0677966
 新凯城香樟苑,121.2275996,31.11446122,9.3,1530,164.516129
 嘉富小区,121.251254,31.39773638,12,1190,99.16666667
 盘古天地,121.2418422,31.3414612,11.3,2130,188.4955752
 紫藤新园,121.3947871,31.00879778,11.8,1690,143.220339
 金杨路750弄,121.580639,31.25490042,12.9,2490,193.0232558
 恒大翰城瀚林苑,121.5037097,31.15211159,8.9,1990,223.5955056
 文华苑(宝山),121.4601573,31.29905597,12.9,2490,193.0232558
 华盛名门,121.6887743,31.19671467,16.5,2360,143.030303
 张杨花苑,121.5519932,31.24208636,8.3,1960,236.1445783
 航华二村驰骋小区,121.4892043,31.20575652,11.4,2330,204.3859649
 摩卡小城,121.303684,31.14674098,20.7,1990,96.1352657
 绿洲丰怡园,121.2300676,31.3720557,85,3590,42.23529412
 文宝苑,121.3634019,31.34926378,75,4760,63.46666667
 连城苑,121.5812107,31.26194963,16,2590,161.875
 金利公寓,121.6575521,31.20558518,16,2090,130.625
 羽北小区,121.5428418,31.23754793,12.2,2260,185.2459016
 水韵华庭,121.4180401,31.2702922,15,2530,168.6666667
 金沙鼎苑,121.3031543,31.24954869,11.7,1830,156.4102564
 骏丰嘉峰汇,121.3149703,31.29143505,11,1860,169.0909091
 华盛名门,121.6887743,31.19671467,16.5,2360,143.030303
 张杨花苑,121.5519932,31.24208636,8.3,1960,236.1445783
 航华二村驰骋小区,121.4892043,31.20575652,11.4,2330,204.3859649
 摩卡小城,121.303684,31.14674098,20.7,1990,96.1352657
 金枫里,121.5176961,31.26584749,12.8,1890,147.65625
 绿洲丰怡园,121.2300676,31.3720557,85,3590,42.23529412
 海滨二村(宝山),121.4873691,31.38213668,45,3790,84.22222222
 连城苑,121.5812107,31.26194963,16,2590,161.875
 金利公寓,121.6575521,31.20558518,16,2090,130.625
 羽北小区,121.5428418,31.23754793,12.2,2260,185.2459016
 水韵华庭,121.4180401,31.2702922,15,2530,168.6666667
 绿波城,121.6604225,31.21115541,15.4,2090,135.7142857
 安盛苑,121.3719512,31.2607274,16.04,2290,142.7680798
 莲花公寓(闵行),121.3955981,31.14131925,13.06,2290,175.3445636
 万兆家园(一期),121.3462192,31.15065815,13.7,2290,167.1532847
 博一小区,121.5788528,31.26886832,10.1,2590,256.4356436
 复星新苑,121.4173445,31.28870892,14.6,2690,184.2465753
 芳芯路251弄,121.552379,31.19469514,11.7,2290,195.7264957
 新园大楼,121.3927583,31.15506094,13.72,2690,196.0641399
 同方锦城,121.5814008,31.26503094,17.7,2860,161.5819209
 好日子大家园B区,121.357189,31.35130899,13,1590,122.3076923
 古美西路420弄,121.3906817,31.13542748,13.48,2290,169.8813056
 杉林新月环林东路799弄,121.528552,31.14610451,11,2030,184.5454545
 珠光苑,121.6786067,31.19617579,16.2,2530,156.1728395
 绿波城,121.6604225,31.21115541,15.2,2090,137.5
 通河八村,121.4396738,31.33100916,12.9,2030,157.3643411
 新时代花园,121.3817364,31.1419112,10.7,2030,189.7196262
 大发融悦,121.0813117,31.13687627,15.4,1490,96.75324675
 松云水苑(公寓),121.2334014,31.04600784,16,2030,126.875
 首创禧悦(一期),121.0749693,31.13331455,8.3,1160,139.7590361
 文宝苑,121.3634019,31.34926378,54.83,3860,70.39941638
 桃浦一村瑞香苑,121.3482892,31.28701057,50,4490,89.8
 瑞和华苑南区,121.5322676,31.04110734,62,2890,46.61290323
 汇丰凯苑,121.2232421,31.38907032,60,2830,47.16666667
 槎浦新家园,121.3239365,31.29014573,15.1,2190,145.0331126
 逸居苑,121.4894647,31.34293767,12.7,2190,172.4409449
 妙境公寓,121.6856074,31.19068633,15.2,1690,111.1842105
 莲浦花苑,121.3904113,31.12820354,14,2130,152.1428571
 凌兆新村(凌兆路334弄),121.4927201,31.14385731,11.57,1960,169.4036301
 绿地蔷薇九里(公寓),121.2262965,31.0610048,11.8,1690,143.220339
 绿地新江桥城,121.3069842,31.2383546,12,1990,165.8333333
 新申花城茉莉苑,121.3955869,31.1084257,14.71,1890,128.4840245
 高行银杏苑,121.6043556,31.2929156,13.86,1830,132.034632
 金港花园(公寓),121.2602028,31.11360686,13,1660,127.6923077
 丽都城假日景苑,121.4037786,31.01488803,13.87,1730,124.7296323
 闵富花苑,121.3658283,31.10623907,18.95,1990,105.0131926
 佳洲欣苑,121.6828847,31.19005082,16.3,1860,114.1104294
 诸新三村,121.285855,31.21078798,12.2,1860,152.4590164
 梧桐城邦(二期),121.4062137,31.29483854,16,2290,143.125
 万兆家园(一期),121.3462192,31.15065815,13.5,2030,150.3703704
 祜欣公寓,121.3855979,31.15550608,11.4,2230,195.6140351
 文华苑(宝山),121.4601573,31.29905597,12.78,2290,179.1862285
 高行银杏苑,121.6043556,31.2929156,12.35,2060,166.8016194
 盘古嘉德,121.2326272,31.3509262,12.3,1460,118.699187
 金杨新村十街坊,121.5802907,31.25301787,15,2560,170.6666667
 富泰苑,121.3552277,31.38674187,16.7,1590,95.20958084
 槎浦新家园,121.3239365,31.29014573,15.2,2090,137.5
 锦峰苑,121.3727641,31.08887307,15.2,2290,150.6578947
 闵富花苑,121.3658283,31.10623907,17.48,2290,131.006865
 祥和花苑(公寓),121.2334117,31.02913756,15.8,1460,92.40506329
 仁德路67弄10支弄,121.4839834,31.30783992,14.4,2560,177.7777778
 新里米兰公寓,121.1949698,31.29691502,9.6,1390,144.7916667
 世华佳苑,121.430395,31.369008,10,2090,209
 红枫苑,121.522331,31.14181194,13.5,2090,154.8148148
 祜欣公寓,121.3855979,31.15550608,11.4,2230,195.6140351
 文华苑(宝山),121.4601573,31.29905597,12.78,2290,179.1862285
 高行银杏苑,121.6043556,31.2929156,12.35,2060,166.8016194
 盘古嘉德,121.2326272,31.3509262,12.3,1460,118.699187
 金杨新村十街坊,121.5802907,31.25301787,15,2560,170.6666667
 富泰苑,121.3552277,31.38674187,16.7,1590,95.20958084
 槎浦新家园,121.3239365,31.29014573,15.2,2090,137.5
 锦峰苑,121.3727641,31.08887307,15.2,2290,150.6578947
 闵富花苑,121.3658283,31.10623907,17.48,2290,131.006865
 祥和花苑(公寓),121.2334117,31.02913756,15.8,1460,92.40506329
 仁德路67弄10支弄,121.4839834,31.30783992,14.4,2560,177.7777778
 新里米兰公寓,121.1949698,31.29691502,9.6,1390,144.7916667
 阳光美景城,121.3999822,31.14002078,11.3,2090,184.9557522
 九英里,121.4260496,31.33154127,14.5,2230,153.7931034
 世华佳苑,121.430395,31.369008,10,2090,209
 红枫苑,121.522331,31.14181194,13.5,2090,154.8148148
 学前二村,121.5797017,31.34889218,42.29,3580,84.65358241
 大同路119号,121.5749722,31.34912042,64,3760,58.75
 开鲁一村,121.5267156,31.32481854,42,4090,97.38095238
 三林世博家园(东书房路560弄),121.5295836,31.16356932,15,1890,126
 繁盛苑,121.3889019,31.06314771,14,1830,130.7142857
 经纬学府涵青花园(二期),121.3929125,31.3327128,12.6,2130,169.047619
 由由四村,121.5288733,31.19280676,12.9,2160,167.4418605
 绿地新江桥城,121.3069842,31.2383546,12,1830,152.5
 古美西路316弄,121.3905831,31.1368742,15.3,2460,160.7843137
 杉林新月环林东路879弄,121.5252193,31.14215228,12,1960,163.3333333
 凌兆丁香苑,121.4946707,31.14167699,12.5,1990,159.2
 绿海家园,121.7041318,31.18882644,13.9,2130,153.2374101
 立诚苑,121.6813046,31.19683818,21.2,1960,92.45283019
 金杨路750弄,121.580639,31.25490042,14.9,2390,160.4026846
 盛世宝邸(一期),121.4843137,31.33688282,12.5,2490,199.2
 玉兰小区,121.556158,31.18234191,13.5,1860,137.7777778
 汇郡海棠苑,121.3478533,31.28622874,13.4,1890,141.0447761
 西班牙名园,121.3997234,31.12918477,19.9,2760,138.6934673
 天恒名城,121.387608,31.05834848,19.1,1990,104.1884817
 地杰国际城F欧香四季,121.5706689,31.15979798,11.2,1830,163.3928571
 顺馨佳园,121.6721857,31.19445599,11.5,1760,153.0434783
 江虹花园,121.2228833,31.02470286,15.5,1690,109.0322581
 九城湖滨国际,121.3140248,31.15101929,15.1,2130,141.0596026
 古楼新苑,121.2493531,31.10664497,13.2,1890,143.1818182
 兰花教师公寓,121.5309144,31.30571295,9.9,2190,221.2121212
 金利公寓,121.6575521,31.20558518,13,1960,150.7692308
 航华一村,121.3480657,31.17836661,16.3,2430,149.0797546
 清河路66号,121.2427302,31.38618766,65,2830,43.53846154
 桃浦五村迎春苑,121.3446359,31.28700859,65.65,4690,71.43945164
 安亭中央公园,121.151077,31.29370314,11.5,1390,120.8695652
 临沂七村,121.5113305,31.19651065,14.8,2590,175
 金鹤新城双佳翠庭,121.311333,31.24395969,12,2230,185.8333333
 御上海,121.2296785,31.05078588,12.7,2060,162.2047244
 名都新城,121.3865557,31.10930822,15,2030,135.3333333
 汇福家园健康里,121.5904973,31.09114176,12.2,1060,86.8852459
 文华苑(宝山),121.4601573,31.29905597,14.3,2290,160.1398601
 新城香溢璟庭(二期),121.2438155,31.35606853,10.2,1190,116.6666667
 金桂新村,121.1618905,31.28891285,9.6,1130,117.7083333
